tax_id,superkingdom,kingdom,phylum,class,subclass,order,family,genus,species
1003200,Bacteria,,Proteobacteria,Betaproteobacteria,,Burkholderiales,Alcaligenaceae,Achromobacter,Achromobacter insuavis
1004836,Bacteria,,Proteobacteria,Alphaproteobacteria,,Rhodospirillales,Acetobacteraceae,Gluconacetobacter,
1005048,Bacteria,,Proteobacteria,Betaproteobacteria,,Burkholderiales,Oxalobacteraceae,Collimonas,Collimonas fungivorans
1005057,Bacteria,,Proteobacteria,Gammaproteobacteria,,Enterobacteriales,Enterobacteriaceae,Buchnera,Buchnera aphidicola
1005058,Bacteria,,Proteobacteria,Gammaproteobacteria,,Pasteurellales,Pasteurellaceae,Gallibacterium,Gallibacterium anatis
1005090,Bacteria,,Proteobacteria,Gammaproteobacteria,,Enterobacteriales,Enterobacteriaceae,Buchnera,Buchnera aphidicola
1005705,Bacteria,,Firmicutes,Bacilli,,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus infantis
1006006,Archaea,,Crenarchaeota,Thermoprotei,,Sulfolobales,Sulfolobaceae,Metallosphaera,Metallosphaera cuprina
1006551,Bacteria,,Proteobacteria,Gammaproteobacteria,,Enterobacteriales,Enterobacteriaceae,Klebsiella,Klebsiella oxytoca
1007104,Bacteria,,Proteobacteria,Alphaproteobacteria,,Sphingomonadales,Sphingomonadaceae,Sphingomonas,
1007105,Bacteria,,Proteobacteria,Betaproteobacteria,,Burkholderiales,Alcaligenaceae,Pusillimonas,
1008459,Bacteria,,Proteobacteria,Betaproteobacteria,,Burkholderiales,Alcaligenaceae,Taylorella,Taylorella asinigenitalis
1009370,Bacteria,,Firmicutes,Negativicutes,,Selenomonadales,Veillonellaceae,Acetonema,Acetonema longum
1026882,Bacteria,,Proteobacteria,Gammaproteobacteria,,Thiotrichales,Piscirickettsiaceae,Methylophaga,Methylophaga aminisulfidivorans
1027292,Bacteria,,Firmicutes,Bacilli,,Bacillales,Planococcaceae,Sporosarcina,Sporosarcina newyorkensis
1027371,Bacteria,,Actinobacteria,Actinobacteria,Actinobacteridae,Corynebacteriales,Gordoniaceae,Gordonia,Gordonia alkanivorans
1027396,Bacteria,,Firmicutes,Bacilli,,Bacillales,Listeriaceae,Listeria,Listeria monocytogenes
1028307,Bacteria,,Proteobacteria,Gammaproteobacteria,,Enterobacteriales,Enterobacteriaceae,Enterobacter,Enterobacter aerogenes
1028803,Bacteria,,Proteobacteria,Gammaproteobacteria,,Pasteurellales,Pasteurellaceae,Haemophilus,Haemophilus haemolyticus
1028805,Bacteria,,Proteobacteria,Gammaproteobacteria,,Pasteurellales,Pasteurellaceae,Haemophilus,Haemophilus haemolyticus
1029718,Bacteria,,Firmicutes,Clostridia,,Clostridiales,Clostridiaceae,Candidatus Arthromitus,Candidatus Arthromitus sp. SFB-mouse
1031711,Bacteria,,Proteobacteria,Betaproteobacteria,,Burkholderiales,Burkholderiaceae,Ralstonia,Ralstonia solanacearum
1032480,Bacteria,,Actinobacteria,Actinobacteria,Actinobacteridae,Propionibacteriales,Propionibacteriaceae,Microlunatus,Microlunatus phosphovorus
1033802,Bacteria,,Proteobacteria,Gammaproteobacteria,,Salinisphaerales,Salinisphaeraceae,Salinisphaera,Salinisphaera shabanensis
1033806,Archaea,,Euryarchaeota,Halobacteria,,Halobacteriales,Halobacteriaceae,Halorhabdus,Halorhabdus tiamatea
1033810,Bacteria,,,,,Haloplasmatales,Haloplasmataceae,Haloplasma,Haloplasma contractile
1033837,Bacteria,,Firmicutes,Bacilli,,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus kefiranofaciens
1034807,Bacteria,,Bacteroidetes,Flavobacteriia,,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium branchiophilum
1034808,Bacteria,,Tenericutes,Mollicutes,,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,Mycoplasma anatis
1035184,Bacteria,,Firmicutes,Bacilli,,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus constellatus
1035188,Bacteria,,Proteobacteria,Gammaproteobacteria,,Pasteurellales,Pasteurellaceae,Haemophilus,Haemophilus pittmaniae
1035189,Bacteria,,Firmicutes,Bacilli,,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus infantis
1036673,Bacteria,,Firmicutes,Bacilli,,Bacillales,Paenibacillaceae,Paenibacillus,Paenibacillus mucilaginosus
1036674,Bacteria,,Proteobacteria,Gammaproteobacteria,,Alteromonadales,Idiomarinaceae,Idiomarina,
1037409,Bacteria,,Proteobacteria,Alphaproteobacteria,,Rhizobiales,Bradyrhizobiaceae,Bradyrhizobium,Bradyrhizobium japonicum
1037410,Bacteria,,Tenericutes,Mollicutes,,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,Mycoplasma columbinum
1040964,Bacteria,,Firmicutes,Bacilli,,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus ruminis
1041504,Bacteria,,Firmicutes,Clostridia,,Clostridiales,Clostridiaceae,Candidatus Arthromitus,
1041522,Bacteria,,Actinobacteria,Actinobacteria,Actinobacteridae,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium colombiense
1041826,Bacteria,,Bacteroidetes,Flavobacteriia,,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium columnare
1042156,Bacteria,,Firmicutes,Clostridia,,Clostridiales,Clostridiaceae,Clostridium,
1042163,Bacteria,,Firmicutes,Bacilli,,Bacillales,Paenibacillaceae,Brevibacillus,Brevibacillus laterosporus
1042876,Bacteria,,Proteobacteria,Gammaproteobacteria,,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas putida
1042877,Archaea,,Euryarchaeota,Thermococci,,Thermococcales,Thermococcaceae,Thermococcus,
1045854,Bacteria,,Firmicutes,Bacilli,,Lactobacillales,Leuconostocaceae,Weissella,Weissella koreensis
1045855,Bacteria,,Proteobacteria,Gammaproteobacteria,,Xanthomonadales,Xanthomonadaceae,Pseudoxanthomonas,Pseudoxanthomonas spadix
1045856,Bacteria,,Proteobacteria,Gammaproteobacteria,,Enterobacteriales,Enterobacteriaceae,Enterobacter,Enterobacter cloacae
1045858,Bacteria,,Spirochaetes,Spirochaetia,,Brachyspirales,Brachyspiraceae,Brachyspira,Brachyspira intermedia
1046627,Bacteria,,Bacteroidetes,Flavobacteriia,,Flavobacteriales,Flavobacteriaceae,Bizionia,Bizionia argentinensis
1046629,Bacteria,,Firmicutes,Bacilli,,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus salivarius
1047171,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Dothideomycetidae,Capnodiales,Mycosphaerellaceae,Zymoseptoria,
1048834,Bacteria,,Firmicutes,Bacilli,,Bacillales,Alicyclobacillaceae,Alicyclobacillus,Alicyclobacillus acidocaldarius
1050720,Bacteria,,Proteobacteria,Alphaproteobacteria,,Rhizobiales,Rhizobiaceae,Agrobacterium,Agrobacterium tumefaciens
1051006,Bacteria,,Actinobacteria,Actinobacteria,Actinobacteridae,Propionibacteriales,Propionibacteriaceae,Propionibacterium,Propionibacterium acnes
1051075,Bacteria,,Proteobacteria,Alphaproteobacteria,,Rhodobacterales,Rhodobacteraceae,Paracoccus,Paracoccus denitrificans
1051632,Bacteria,,Firmicutes,Clostridia,,Clostridiales,Clostridiales Family XVII. Incertae Sedis,Sulfobacillus,Sulfobacillus acidophilus
1051646,Bacteria,,Proteobacteria,Gammaproteobacteria,,Vibrionales,Vibrionaceae,Vibrio,Vibrio tubiashii
1052684,Bacteria,,Firmicutes,Bacilli,,Bacillales,Paenibacillaceae,Paenibacillus,Paenibacillus polymyxa
1053648,Bacteria,,Proteobacteria,Betaproteobacteria,,,,Candidatus Tremblaya,Candidatus Tremblaya princeps
1054460,Bacteria,,Firmicutes,Bacilli,,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus pseudopneumoniae
1064535,Bacteria,,Firmicutes,Negativicutes,,Selenomonadales,Veillonellaceae,Megasphaera,Megasphaera elsdenii
1064539,Bacteria,,Proteobacteria,Alphaproteobacteria,,Rhodospirillales,Rhodospirillaceae,Azospirillum,Azospirillum brasilense
1064592,Eukaryota,Fungi,Ascomycota,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Naumovozyma,Naumovozyma castellii
1069533,Bacteria,,Firmicutes,Bacilli,,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus infantarius
1071378,Eukaryota,Fungi,Ascomycota,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Naumovozyma,Naumovozyma dairenensis
1071381,Eukaryota,Fungi,Ascomycota,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Tetrapisispora,Tetrapisispora phaffii
1074889,Bacteria,,Bacteroidetes,Flavobacteriia,,Flavobacteriales,Blattabacteriaceae,Blattabacterium,Blattabacterium sp. (Mastotermes darwiniensis)
1075399,Bacteria,,Bacteroidetes,Flavobacteriia,,Flavobacteriales,Blattabacteriaceae,Blattabacterium,Blattabacterium punctulatus
1082931,Bacteria,,Proteobacteria,Alphaproteobacteria,,Rhizobiales,Hyphomicrobiaceae,Pelagibacterium,Pelagibacterium halotolerans
1085623,Bacteria,,Proteobacteria,Gammaproteobacteria,,Alteromonadales,Alteromonadaceae,Glaciecola,Glaciecola nitratireducens
1097668,Bacteria,,Proteobacteria,Betaproteobacteria,,Burkholderiales,Burkholderiaceae,Burkholderia,
1104324,Archaea,,Crenarchaeota,Thermoprotei,,Thermoproteales,Thermoproteaceae,Pyrobaculum,
1110509,Archaea,,Euryarchaeota,Methanomicrobia,,Methanosarcinales,Methanosaetaceae,Methanosaeta,Methanosaeta harundinacea
1111069,Bacteria,,Deinococcus-Thermus,Deinococci,,Thermales,Thermaceae,Thermus,
1111676,Bacteria,,Tenericutes,Mollicutes,,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,Mycoplasma haemocanis
1112204,Bacteria,,Actinobacteria,Actinobacteria,Actinobacteridae,Corynebacteriales,Gordoniaceae,Gordonia,Gordonia polyisoprenivorans
1114970,Bacteria,,Proteobacteria,Gammaproteobacteria,,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas fluorescens
1116231,Bacteria,,Firmicutes,Bacilli,,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus macedonicus
1116375,Bacteria,,Proteobacteria,Gammaproteobacteria,,Vibrionales,Vibrionaceae,Vibrio,
1117943,Bacteria,,Proteobacteria,Alphaproteobacteria,,Rhizobiales,Rhizobiaceae,Sinorhizobium,Sinorhizobium fredii
1127134,Bacteria,,Actinobacteria,Actinobacteria,Actinobacteridae,Corynebacteriales,Nocardiaceae,Nocardia,Nocardia cyriacigeorgica
1129369,Bacteria,,Tenericutes,Mollicutes,,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,Mycoplasma hyorhinis
1133850,Bacteria,,Actinobacteria,Actinobacteria,Actinobacteridae,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces hygroscopicus
1142511,Bacteria,,Proteobacteria,Gammaproteobacteria,,Enterobacteriales,Enterobacteriaceae,Wigglesworthia,Wigglesworthia glossinidia
59920,Bacteria,,Cyanobacteria,,,Prochlorales,Prochlorococcaceae,Prochlorococcus,Prochlorococcus marinus
59922,Bacteria,,Cyanobacteria,,,Prochlorales,Prochlorococcaceae,Prochlorococcus,Prochlorococcus marinus
60480,Bacteria,,Proteobacteria,Gammaproteobacteria,,Alteromonadales,Shewanellaceae,Shewanella,
60481,Bacteria,,Proteobacteria,Gammaproteobacteria,,Alteromonadales,Shewanellaceae,Shewanella,
66084,Bacteria,,Proteobacteria,Alphaproteobacteria,,Rickettsiales,Anaplasmataceae,Wolbachia,
75379,Bacteria,,Proteobacteria,Betaproteobacteria,,Burkholderiales,,Thiomonas,Thiomonas intermedia
82789,Bacteria,,Proteobacteria,Alphaproteobacteria,,Rhizobiales,Rhizobiaceae,Agrobacterium,
83331,Bacteria,,Actinobacteria,Actinobacteria,Actinobacteridae,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis
93058,Bacteria,,Cyanobacteria,,,Prochlorales,Prochlorococcaceae,Prochlorococcus,Prochlorococcus marinus
96563,Bacteria,,Proteobacteria,Gammaproteobacteria,,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas stutzeri
102608,Bacteria,,Proteobacteria,Epsilonproteobacteria,,Campylobacterales,Helicobacteraceae,Helicobacter,Helicobacter pylori
121723,Bacteria,,Proteobacteria,Gammaproteobacteria,,Vibrionales,Vibrionaceae,Photobacterium,
122587,Bacteria,,Proteobacteria,Betaproteobacteria,,Neisseriales,Neisseriaceae,Neisseria,Neisseria meningitidis
126740,Bacteria,,Thermotogae,Thermotogae,,Thermotogales,Thermotogaceae,Thermotoga,
138677,Bacteria,,Chlamydiae,Chlamydiia,,Chlamydiales,Chlamydiaceae,Chlamydia,Chlamydia pneumoniae
150340,Bacteria,,Proteobacteria,Gammaproteobacteria,,Vibrionales,Vibrionaceae,Vibrio,
158879,Bacteria,,Firmicutes,Bacilli,,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus
159254,Bacteria,,Chlamydiae,Chlamydiia,,Chlamydiales,Parachlamydiaceae,Parachlamydia,Parachlamydia acanthamoebae
160491,Bacteria,,Firmicutes,Bacilli,,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus pyogenes
164513,Bacteria,,Actinobacteria,Actinobacteria,Actinobacteridae,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis
164756,Bacteria,,Actinobacteria,Actinobacteria,Actinobacteridae,Corynebacteriales,Mycobacteriaceae,Mycobacterium,
183190,Bacteria,,Proteobacteria,Gammaproteobacteria,,Xanthomonadales,Xanthomonadaceae,Xylella,Xylella fastidiosa
186103,Bacteria,,Firmicutes,Bacilli,,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus pyogenes
189423,Bacteria,,Firmicutes,Bacilli,,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus pneumoniae
189918,Bacteria,,Actinobacteria,Actinobacteria,Actinobacteridae,Corynebacteriales,Mycobacteriaceae,Mycobacterium,
191218,Bacteria,,Firmicutes,Bacilli,,Bacillales,Bacillaceae,Bacillus,Bacillus anthracis
193567,Bacteria,,Firmicutes,Bacilli,,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus pyogenes
195099,Bacteria,,Proteobacteria,Epsilonproteobacteria,,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter jejuni
195102,Bacteria,,Firmicutes,Clostridia,,Clostridiales,Clostridiaceae,Clostridium,Clostridium perfringens
196600,Bacteria,,Proteobacteria,Gammaproteobacteria,,Vibrionales,Vibrionaceae,Vibrio,Vibrio vulnificus
196620,Bacteria,,Firmicutes,Bacilli,,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus
198215,Bacteria,,Proteobacteria,Gammaproteobacteria,,Enterobacteriales,Enterobacteriaceae,Shigella,Shigella flexneri
198466,Bacteria,,Firmicutes,Bacilli,,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus pyogenes
204722,Bacteria,,Proteobacteria,Alphaproteobacteria,,Rhizobiales,Brucellaceae,Brucella,Brucella suis
205913,Bacteria,,Actinobacteria,Actinobacteria,Actinobacteridae,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium longum
205919,Bacteria,,Firmicutes,Bacilli,,Bacillales,Bacillaceae,Bacillus,Bacillus anthracis
205921,Bacteria,,Firmicutes,Bacilli,,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus agalactiae
208435,Bacteria,,Firmicutes,Bacilli,,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus agalactiae
208963,Bacteria,,Proteobacteria,Gammaproteobacteria,,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas aeruginosa
209261,Bacteria,,Proteobacteria,Gammaproteobacteria,,Enterobacteriales,Enterobacteriaceae,Salmonella,Salmonella enterica
212045,Bacteria,,Firmicutes,Bacilli,,Bacillales,Bacillaceae,Bacillus,Bacillus anthracis
215689,Bacteria,,Proteobacteria,Gammaproteobacteria,,Enterobacteriales,Enterobacteriaceae,Erwinia,
216389,Bacteria,,Chloroflexi,Dehalococcoidia,,Dehalococcoidales,Dehalococcoidaceae,Dehalococcoides,Dehalococcoides mccartyi
216592,Bacteria,,Proteobacteria,Gammaproteobacteria,,Enterobacteriales,Enterobacteriaceae,Escherichia,Escherichia coli
216597,Bacteria,,Proteobacteria,Gammaproteobacteria,,Enterobacteriales,Enterobacteriaceae,Salmonella,Salmonella enterica
216599,Bacteria,,Proteobacteria,Gammaproteobacteria,,Enterobacteriales,Enterobacteriaceae,Shigella,Shigella sonnei
218494,Bacteria,,Firmicutes,Bacilli,,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus suis
218496,Bacteria,,Actinobacteria,Actinobacteria,Actinobacteridae,Micrococcales,,Tropheryma,Tropheryma whipplei
222523,Bacteria,,Firmicutes,Bacilli,,Bacillales,Bacillaceae,Bacillus,Bacillus cereus
228400,Bacteria,,Proteobacteria,Gammaproteobacteria,,Pasteurellales,Pasteurellaceae,Histophilus,Histophilus somni
229193,Bacteria,,Proteobacteria,Gammaproteobacteria,,Enterobacteriales,Enterobacteriaceae,Yersinia,Yersinia pestis
233413,Bacteria,,Actinobacteria,Actinobacteria,Actinobacteridae,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium bovis
242231,Bacteria,,Proteobacteria,Betaproteobacteria,,Neisseriales,Neisseriaceae,Neisseria,Neisseria gonorrhoeae
243243,Bacteria,,Actinobacteria,Actinobacteria,Actinobacteridae,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium avium
257309,Bacteria,,Actinobacteria,Actinobacteria,Actinobacteridae,Corynebacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium diphtheriae
257311,Bacteria,,Proteobacteria,Betaproteobacteria,,Burkholderiales,Alcaligenaceae,Bordetella,Bordetella parapertussis
261591,Bacteria,,Firmicutes,Bacilli,,Bacillales,Bacillaceae,Bacillus,Bacillus anthracis
261594,Bacteria,,Firmicutes,Bacilli,,Bacillales,Bacillaceae,Bacillus,Bacillus anthracis
262698,Bacteria,,Proteobacteria,Alphaproteobacteria,,Rhizobiales,Brucellaceae,Brucella,Brucella abortus
262722,Bacteria,,Tenericutes,Mollicutes,,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,Mycoplasma hyopneumoniae
262727,Bacteria,,Proteobacteria,Gammaproteobacteria,,Pasteurellales,Pasteurellaceae,Haemophilus,Haemophilus influenzae
262728,Bacteria,,Proteobacteria,Gammaproteobacteria,,Pasteurellales,Pasteurellaceae,Haemophilus,Haemophilus influenzae
265669,Bacteria,,Firmicutes,Bacilli,,Bacillales,Listeriaceae,Listeria,Listeria monocytogenes
267409,Bacteria,,Firmicutes,Bacilli,,Bacillales,Listeriaceae,Listeria,Listeria monocytogenes
267410,Bacteria,,Firmicutes,Bacilli,,Bacillales,Listeriaceae,Listeria,Listeria monocytogenes
269483,Bacteria,,Proteobacteria,Betaproteobacteria,,Burkholderiales,Burkholderiaceae,Burkholderia,
271848,Bacteria,,Proteobacteria,Betaproteobacteria,,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia thailandensis
272564,Bacteria,,Firmicutes,Clostridia,,Clostridiales,Peptococcaceae,Desulfitobacterium,Desulfitobacterium hafniense
272622,Bacteria,,Firmicutes,Bacilli,,Lactobacillales,Streptococcaceae,Lactococcus,Lactococcus lactis
272629,Bacteria,,Proteobacteria,Gammaproteobacteria,,Pasteurellales,Pasteurellaceae,Mannheimia,Mannheimia haemolytica
272634,Bacteria,,Tenericutes,Mollicutes,,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,Mycoplasma pneumoniae
272831,Bacteria,,Proteobacteria,Betaproteobacteria,,Neisseriales,Neisseriaceae,Neisseria,Neisseria meningitidis
272944,Bacteria,,Proteobacteria,Alphaproteobacteria,,Rickettsiales,Rickettsiaceae,Rickettsia,Rickettsia conorii
273036,Bacteria,,Firmicutes,Bacilli,,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus
273123,Bacteria,,Proteobacteria,Gammaproteobacteria,,Enterobacteriales,Enterobacteriaceae,Yersinia,Yersinia pseudotuberculosis
278137,Bacteria,,Actinobacteria,Actinobacteria,Actinobacteridae,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium gilvum
280354,Bacteria,,Firmicutes,Bacilli,,Bacillales,Bacillaceae,Bacillus,Bacillus anthracis
280355,Bacteria,,Firmicutes,Bacilli,,Bacillales,Bacillaceae,Bacillus,Bacillus anthracis
280477,Bacteria,,Firmicutes,Bacilli,,Bacillales,Bacillaceae,Bacillus,Bacillus anthracis
281309,Bacteria,,Firmicutes,Bacilli,,Bacillales,Bacillaceae,Bacillus,Bacillus thuringiensis
281310,Bacteria,,Proteobacteria,Gammaproteobacteria,,Pasteurellales,Pasteurellaceae,Haemophilus,Haemophilus influenzae
282458,Bacteria,,Firmicutes,Bacilli,,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus
282459,Bacteria,,Firmicutes,Bacilli,,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus
286604,Bacteria,,Firmicutes,Bacilli,,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus suis
286636,Bacteria,,Firmicutes,Bacilli,,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus pyogenes
288681,Bacteria,,Firmicutes,Bacilli,,Bacillales,Bacillaceae,Bacillus,Bacillus cereus
289380,Bacteria,,Firmicutes,Clostridia,,Clostridiales,Clostridiaceae,Clostridium,Clostridium perfringens
290847,Bacteria,,Proteobacteria,Epsilonproteobacteria,,Campylobacterales,Helicobacteraceae,Helicobacter,Helicobacter pylori
291331,Bacteria,,Proteobacteria,Gammaproteobacteria,,Xanthomonadales,Xanthomonadaceae,Xanthomonas,Xanthomonas oryzae
293653,Bacteria,,Firmicutes,Bacilli,,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus pyogenes
295319,Bacteria,,Proteobacteria,Gammaproteobacteria,,Enterobacteriales,Enterobacteriaceae,Salmonella,Salmonella enterica
295358,Bacteria,,Tenericutes,Mollicutes,,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,Mycoplasma hyopneumoniae
295405,Bacteria,,Bacteroidetes,Bacteroidia,,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides fragilis
297245,Bacteria,,Proteobacteria,Gammaproteobacteria,,Legionellales,Legionellaceae,Legionella,Legionella pneumophila
299768,Bacteria,,Firmicutes,Bacilli,,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus thermophilus
300267,Bacteria,,Proteobacteria,Gammaproteobacteria,,Enterobacteriales,Enterobacteriaceae,Shigella,Shigella dysenteriae
300268,Bacteria,,Proteobacteria,Gammaproteobacteria,,Enterobacteriales,Enterobacteriaceae,Shigella,Shigella boydii
300269,Bacteria,,Proteobacteria,Gammaproteobacteria,,Enterobacteriales,Enterobacteriaceae,Shigella,Shigella sonnei
302409,Bacteria,,Proteobacteria,Alphaproteobacteria,,Rickettsiales,Anaplasmataceae,Ehrlichia,Ehrlichia ruminantium
314261,Bacteria,,Proteobacteria,Alphaproteobacteria,,,,Candidatus Pelagibacter,Candidatus Pelagibacter ubique
314267,Bacteria,,Proteobacteria,Alphaproteobacteria,,Rhodobacterales,Rhodobacteraceae,Sulfitobacter,
314280,Bacteria,,Proteobacteria,Gammaproteobacteria,,Vibrionales,Vibrionaceae,Photobacterium,Photobacterium profundum
314291,Bacteria,,Proteobacteria,Gammaproteobacteria,,Vibrionales,Vibrionaceae,Vibrio,Vibrio splendidus
315277,Bacteria,,Chlamydiae,Chlamydiia,,Chlamydiales,Chlamydiaceae,Chlamydia,Chlamydia trachomatis
316401,Bacteria,,Proteobacteria,Gammaproteobacteria,,Enterobacteriales,Enterobacteriaceae,Escherichia,Escherichia coli
319701,Bacteria,,Firmicutes,Bacilli,,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus pyogenes
320371,Bacteria,,Proteobacteria,Betaproteobacteria,,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia pseudomallei
320372,Bacteria,,Proteobacteria,Betaproteobacteria,,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia pseudomallei
320373,Bacteria,,Proteobacteria,Betaproteobacteria,,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia pseudomallei
320374,Bacteria,,Proteobacteria,Betaproteobacteria,,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia pseudomallei
320388,Bacteria,,Proteobacteria,Betaproteobacteria,,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia mallei
320389,Bacteria,,Proteobacteria,Betaproteobacteria,,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia mallei
320390,Bacteria,,Proteobacteria,Betaproteobacteria,,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia mallei
321314,Bacteria,,Proteobacteria,Gammaproteobacteria,,Enterobacteriales,Enterobacteriaceae,Salmonella,Salmonella enterica
321956,Bacteria,,Firmicutes,Bacilli,,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus delbrueckii
321967,Bacteria,,Firmicutes,Bacilli,,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus casei
322159,Bacteria,,Firmicutes,Bacilli,,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus thermophilus
331109,Bacteria,,Proteobacteria,Betaproteobacteria,,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia pseudomallei
331111,Bacteria,,Proteobacteria,Gammaproteobacteria,,Enterobacteriales,Enterobacteriaceae,Escherichia,Escherichia coli
331112,Bacteria,,Proteobacteria,Gammaproteobacteria,,Enterobacteriales,Enterobacteriaceae,Escherichia,Escherichia coli
331271,Bacteria,,Proteobacteria,Betaproteobacteria,,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia cenocepacia
331272,Bacteria,,Proteobacteria,Betaproteobacteria,,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia cenocepacia
331978,Bacteria,,Proteobacteria,Betaproteobacteria,,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia pseudomallei
333849,Bacteria,,Firmicutes,Bacilli,,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecium
334380,Bacteria,,Proteobacteria,Alphaproteobacteria,,Rickettsiales,Rickettsiaceae,Orientia,Orientia tsutsugamushi
334390,Bacteria,,Firmicutes,Bacilli,,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus fermentum
334406,Bacteria,,Firmicutes,Bacilli,,Bacillales,Bacillaceae,Bacillus,Bacillus cereus
334802,Bacteria,,Proteobacteria,Betaproteobacteria,,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia mallei
334803,Bacteria,,Proteobacteria,Betaproteobacteria,,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia mallei
336407,Bacteria,,Proteobacteria,Alphaproteobacteria,,Rickettsiales,Rickettsiaceae,Rickettsia,Rickettsia bellii
336982,Bacteria,,Actinobacteria,Actinobacteria,Actinobacteridae,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium tuberculosis
340047,Bacteria,,Tenericutes,Mollicutes,,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,Mycoplasma capricolum
340102,Archaea,,Crenarchaeota,Thermoprotei,,Thermoproteales,Thermoproteaceae,Pyrobaculum,Pyrobaculum arsenaticum
340185,Bacteria,,Proteobacteria,Gammaproteobacteria,,Enterobacteriales,Enterobacteriaceae,Escherichia,Escherichia coli
