         47230337 function calls (47095862 primitive calls) in 241.180 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     9400    0.018    0.000    0.018    0.000 {method 'strip' of 'str' objects}
        1    0.018    0.018    0.068    0.068 index.py:3995(_get_distinct_indexes)
     9336    0.018    0.000    0.018    0.000 {method 'add' of 'set' objects}
     9336    0.018    0.000    0.018    0.000 {method 'pop' of 'dict' objects}
     9000    0.017    0.000    0.017    0.000 internals.py:411(_try_coerce_result)
     9336    0.016    0.000    0.016    0.000 {id}
        2    0.014    0.007    0.014    0.007 {posix.listdir}
        3    0.010    0.003    0.020    0.007 common.py:2596(_concat_compat)
        1    0.006    0.006    0.072    0.072 merge.py:926(_get_concat_axis)
        1    0.006    0.006    2.466    2.466 merge.py:914(_get_comb_axis)
        2    0.006    0.003    0.011    0.006 fnmatch.py:45(filter)
     2534    0.005    0.000    0.005    0.000 glob.py:82(<lambda>)
        1    0.005    0.005    0.005    0.005 {pandas.lib.to_object_array}
        2    0.005    0.002    0.009    0.005 {filter}
        1    0.002    0.002    0.002    0.002 {method 'get_labels' of 'pandas.hashtable.PyObjectHashTable' objects}
        2    0.002    0.001    0.004    0.002 internals.py:3390(_stack_arrays)
        2    0.002    0.001    0.002    0.001 {open}
        1    0.001    0.001   23.880   23.880 merge.py:666(concat)
        1    0.001    0.001    0.001    0.001 index.py:4040(_sanitize_and_check)
        6    0.001    0.000    0.001    0.000 __init__.py:52(create_string_buffer)
        7    0.001    0.000    0.001    0.000 {range}
      168    0.001    0.000    0.001    0.000 encoder.py:33(encode_basestring)
        9    0.001    0.000    0.001    0.000 {max}
      168    0.001    0.000    0.001    0.000 {method 'sub' of '_sre.SRE_Pattern' objects}
       24    0.001    0.000    0.002    0.000 encoder.py:212(iterencode)
        6    0.001    0.000    0.001    0.000 {locals}
       42    0.000    0.000    0.000    0.000 {method 'send' of 'zmq.backend.cython.socket.Socket' objects}
        1    0.000    0.000    0.000    0.000 {pandas.lib.to_object_array_tuples}
       16    0.000    0.000    0.011    0.001 iostream.py:207(write)
        6    0.000    0.000    0.008    0.001 session.py:585(send)
       24    0.000    0.000    0.003    0.000 encoder.py:186(encode)
        6    0.000    0.000    0.004    0.001 session.py:526(serialize)
        1    0.000    0.000    0.000    0.000 {pandas.lib.generate_slices}
       24    0.000    0.000    0.003    0.000 __init__.py:193(dumps)
        6    0.000    0.000    0.001    0.000 uuid.py:579(uuid4)
       24    0.000    0.000    0.003    0.000 jsonapi.py:31(dumps)
        1    0.000    0.000    0.069    0.069 internals.py:1254(convert)
        7    0.000    0.000    0.067    0.010 common.py:1689(_possibly_convert_objects)
       22    0.000    0.000    0.000    0.000 iostream.py:102(_check_mp_mode)
       78    0.000    0.000    0.000    0.000 traitlets.py:395(__get__)
        1    0.000    0.000    0.000    0.000 {method 'read' of 'file' objects}
        6    0.000    0.000    0.010    0.002 iostream.py:151(flush)
        6    0.000    0.000    0.001    0.000 session.py:511(sign)
        1    0.000    0.000    0.000    0.000 {pandas.algos.groupsort_indexer}
        6    0.000    0.000    0.000    0.000 uuid.py:101(__init__)
        1    0.000    0.000    0.408    0.408 strings.py:865(wrapper2)
        8    0.000    0.000    0.011    0.001 igc_pipeline.py:45(log)
        6    0.000    0.000    0.000    0.000 {zmq.backend.cython._poll.zmq_poll}
        6    0.000    0.000    0.000    0.000 {built-in method now}
       28    0.000    0.000    0.000    0.000 iostream.py:93(_is_master_process)
        6    0.000    0.000    0.001    0.000 socket.py:250(send_multipart)
       24    0.000    0.000    0.003    0.000 session.py:84(<lambda>)
       30    0.000    0.000    0.000    0.000 {method 'update' of '_hashlib.HASH' objects}
       16    0.000    0.000    0.000    0.000 {method 'decode' of 'str' objects}
        1    0.000    0.000    2.538    2.538 merge.py:890(_get_new_axes)
       24    0.000    0.000    0.000    0.000 hmac.py:83(update)
        6    0.000    0.000    0.002    0.000 session.py:489(msg_header)
        6    0.000    0.000    0.003    0.000 session.py:492(msg)
        9    0.000    0.000    0.000    0.000 internals.py:3393(_asarray_compat)
        4    0.000    0.000    0.035    0.009 glob.py:29(iglob)
        6    0.000    0.000    0.000    0.000 attrsettr.py:35(__getattr__)
       16    0.000    0.000    0.000    0.000 utf_8.py:15(decode)
        6    0.000    0.000    0.000    0.000 hmac.py:88(copy)
       24    0.000    0.000    0.000    0.000 encoder.py:101(__init__)
       16    0.000    0.000    0.000    0.000 {_codecs.utf_8_decode}
        2    0.000    0.000    0.007    0.004 frame.py:4812(_list_to_arrays)
        6    0.000    0.000    0.001    0.000 iostream.py:123(_flush_from_subprocesses)
       12    0.000    0.000    0.000    0.000 jsonutil.py:102(date_default)
        2    0.000    0.000    0.034    0.017 glob.py:71(glob1)
        1    0.000    0.000    0.001    0.001 groupby.py:1950(_get_grouper)
       18    0.000    0.000    0.000    0.000 {time.time}
        6    0.000    0.000    0.000    0.000 uuid.py:197(__str__)
       34    0.000    0.000    0.000    0.000 {posix.getpid}
       18    0.000    0.000    0.000    0.000 {method 'encode' of 'unicode' objects}
        2    0.000    0.000    0.000    0.000 posixpath.py:89(split)
        6    0.000    0.000    0.000    0.000 session.py:200(extract_header)
        6    0.000    0.000    0.000    0.000 iostream.py:238(_flush_buffer)
        6    0.000    0.000    0.000    0.000 iostream.py:96(_is_master_thread)
        6    0.000    0.000    0.002    0.000 session.py:437(msg_id)
       16    0.000    0.000    0.000    0.000 {method 'write' of '_io.StringIO' objects}
        1    0.000    0.000    0.002    0.002 algorithms.py:96(factorize)
        6    0.000    0.000    0.001    0.000 session.py:195(msg_header)
        6    0.000    0.000    0.000    0.000 threading.py:1152(currentThread)
       18    0.000    0.000    0.000    0.000 {method 'copy' of '_hashlib.HASH' objects}
        6    0.000    0.000    0.000    0.000 poll.py:77(poll)
        2    0.000    0.000    0.035    0.017 glob.py:18(glob)
        6    0.000    0.000    0.000    0.000 hmac.py:100(_current)
        1    0.000    0.000    0.000    0.000 {pandas.algos.take_1d_int64_int64}
        7    0.000    0.000    0.000    0.000 internals.py:3524(_block_shape)
       12    0.000    0.000    0.000    0.000 {method 'isoformat' of 'datetime.datetime' objects}
        2    0.000    0.000    0.007    0.004 frame.py:4718(_to_arrays)
        9    0.000    0.000    0.002    0.000 frame.py:4880(convert)
        2    0.000    0.000    0.002    0.001 frame.py:4870(_convert_object_array)
        1    0.000    0.000    0.000    0.000 {pandas.lib.clean_index_list}
        6    0.000    0.000    0.000    0.000 glob.py:99(has_magic)
        7    0.000    0.000    0.000    0.000 encoder.py:37(replace)
        1    0.000    0.000    5.415    5.415 __init__.py:730(index)
        6    0.000    0.000    0.000    0.000 {map}
        1    0.000    0.000    0.000    0.000 nanops.py:152(_get_values)
        1    0.000    0.000    0.000    0.000 groupby.py:1793(__init__)
        6    0.000    0.000    0.000    0.000 hmac.py:119(hexdigest)
        1    0.000    0.000    0.000    0.000 nanops.py:559(_maybe_null_out)
        1    0.000    0.000    0.000    0.000 bgzf.py:551(_load_block)
        1    0.000    0.000    0.001    0.001 generic.py:2724(groupby)
        1    0.000    0.000    0.003    0.003 generic.py:1217(take)
        1    0.000    0.000    0.001    0.001 File.py:96(_open_for_random_access)
        2    0.000    0.000    0.000    0.000 posixpath.py:68(join)
        6    0.000    0.000    0.000    0.000 iostream.py:247(_new_buffer)
        1    0.000    0.000    0.001    0.001 frame.py:4071(_reduce)
        1    0.000    0.000    0.074    0.074 internals.py:2239(convert)
        1    0.000    0.000    0.000    0.000 strings.py:922(_wrap_result)
        1    0.000    0.000    0.000    0.000 bgzf.py:405(_load_bgzf_block)
        1    0.000    0.000    0.001    0.001 groupby.py:364(__init__)
        2    0.000    0.000    0.000    0.000 index.py:676(__iter__)
        1    0.000    0.000    0.000    0.000 bgzf.py:522(__init__)
        1    0.000    0.000    2.460    2.460 index.py:3980(_get_combined_index)
        1    0.000    0.000    0.002    0.002 groupby.py:1311(_get_compressed_labels)
        1    0.000    0.000    0.000    0.000 internals.py:3356(_multi_blockify)
        6    0.000    0.000    0.000    0.000 {method 'digest' of '_hashlib.HASH' objects}
        1    0.000    0.000    0.001    0.001 _index.py:168(__init__)
        6    0.000    0.000    0.000    0.000 threading.py:983(ident)
        6    0.000    0.000    0.000    0.000 {thread.get_ident}
        6    0.000    0.000    0.000    0.000 hmac.py:30(__init__)
        1    0.000    0.000    0.000    0.000 generic.py:273(_from_axes)
        1    0.000    0.000    0.074    0.074 generic.py:2119(convert_objects)
        6    0.000    0.000    0.000    0.000 {method 'hexdigest' of '_hashlib.HASH' objects}
        1    0.000    0.000    0.004    0.004 internals.py:3342(_simple_blockify)
        1    0.000    0.000    0.001    0.001 nanops.py:252(nansum)
        1    0.000    0.000    0.000    0.000 nanops.py:205(_na_ok_dtype)
        1    0.000    0.000    0.002    0.002 groupby.py:1933(_make_labels)
        4    0.000    0.000    0.000    0.000 nanops.py:44(<genexpr>)
        6    0.000    0.000    0.000    0.000 {method 'getvalue' of '_io.StringIO' objects}
        2    0.000    0.000    0.000    0.000 common.py:2261(is_integer_dtype)
        6    0.000    0.000    0.000    0.000 {method 'count' of 'list' objects}
        1    0.000    0.000    0.000    0.000 groupby.py:2063(_convert_grouper)
        1    0.000    0.000    0.000    0.000 series.py:2331(str)
        1    0.000    0.000    0.000    0.000 index.py:2762(from_arrays)
        1    0.000    0.000    0.001    0.001 groupby.py:1133(groupby)
        6    0.000    0.000    0.000    0.000 {method 'close' of '_io.StringIO' objects}
        1    0.000    0.000    0.000    0.000 algorithms.py:381(_get_data_algo)
        7    0.000    0.000    0.000    0.000 {method 'group' of '_sre.SRE_Match' objects}
        1    0.000    0.000    0.002    0.002 groupby.py:1342(result_index)
        1    0.000    0.000    0.001    0.001 nanops.py:41(_f)
        1    0.000    0.000    0.001    0.001 generic.py:3773(stat_func)
        1    0.000    0.000    0.003    0.003 groupby.py:3226(_get_sorted_data)
        1    0.000    0.000    0.001    0.001 _index.py:40(__init__)
        2    0.000    0.000    0.000    0.000 re.py:230(_compile)
        1    0.000    0.000    0.002    0.002 groupby.py:1302(group_info)
        3    0.000    0.000    0.000    0.000 nanops.py:36(check)
        1    0.000    0.000    0.000    0.000 indexing.py:1556(_check_bool_indexer)
        6    0.000    0.000    0.000    0.000 py3compat.py:11(no_code)
        2    0.000    0.000    0.000    0.000 groupby.py:2010(<genexpr>)
        1    0.000    0.000    0.000    0.000 groupby.py:3292(get_splitter)
        1    0.000    0.000    0.001    0.001 nanops.py:66(f)
        2    0.000    0.000    0.000    0.000 {method 'rfind' of 'str' objects}
        1    0.000    0.000    0.000    0.000 generic.py:1948(as_matrix)
        2    0.000    0.000    0.000    0.000 re.py:192(compile)
        2    0.000    0.000    0.000    0.000 _methods.py:31(_sum)
        1    0.000    0.000    0.000    0.000 internals.py:2415(as_matrix)
        1    0.000    0.000    0.000    0.000 groupby.py:1175(shape)
        2    0.000    0.000    0.000    0.000 generic.py:687(<genexpr>)
        1    0.000    0.000    0.002    0.002 groupby.py:1347(get_group_levels)
        2    0.000    0.000    0.000    0.000 groupby.py:1177(<genexpr>)
        1    0.000    0.000    0.000    0.000 groupby.py:1334(_overflow_possible)
        2    0.000    0.000    0.000    0.000 groupby.py:2004(<genexpr>)
        2    0.000    0.000    0.000    0.000 {method 'sum' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.002    0.002 groupby.py:407(ngroups)
        1    0.000    0.000    0.000    0.000 groupby.py:3204(sort_idx)
        1    0.000    0.000    0.002    0.002 groupby.py:1338(ngroups)
        1    0.000    0.000    0.001    0.001 frame.py:4074(<lambda>)
        2    0.000    0.000    0.000    0.000 internals.py:3399(_shape_compat)
        1    0.000    0.000    0.000    0.000 fromnumeric.py:1772(any)
        1    0.000    0.000    0.000    0.000 groupby.py:1204(_get_group_keys)
        1    0.000    0.000    0.000    0.000 __init__.py:140(itervalues)
        4    0.000    0.000    0.000    0.000 groupby.py:1927(group_index)
        1    0.000    0.000    0.000    0.000 common.py:2293(_is_datetime_or_timedelta_dtype)
        1    0.000    0.000    0.000    0.000 common.py:2267(_is_int_or_datetime_dtype)
        1    0.000    0.000    0.000    0.000 groupby.py:1913(ngroups)
        1    0.000    0.000    0.000    0.000 generic.py:684(empty)
        1    0.000    0.000    0.000    0.000 nanops.py:215(_wrap_results)
        1    0.000    0.000    0.000    0.000 groupby.py:3248(__init__)
        2    0.000    0.000    0.000    0.000 groupby.py:2005(<genexpr>)
        1    0.000    0.000    0.000    0.000 groupby.py:3199(slabels)
        2    0.000    0.000    0.002    0.001 groupby.py:1921(labels)
        1    0.000    0.000    0.000    0.000 groupby.py:3330(_int64_overflow_possible)
        1    0.000    0.000    0.000    0.000 internals.py:2302(is_mixed_type)
        1    0.000    0.000    0.000    0.000 generic.py:1989(values)
        1    0.000    0.000    0.000    0.000 common.py:1004(_maybe_upcast_putmask)
        1    0.000    0.000    0.000    0.000 series.py:368(__array__)
        1    0.000    0.000    0.000    0.000 groupby.py:3192(__init__)
        2    0.000    0.000    0.000    0.000 {method 'endswith' of 'str' objects}
        1    0.000    0.000    0.000    0.000 groupby.py:1200(_get_splitter)
        3    0.000    0.000    0.000    0.000 {method 'lower' of 'str' objects}
        1    0.000    0.000    0.000    0.000 groupby.py:1259(levels)
        1    0.000    0.000    0.000    0.000 {method 'to_array' of 'pandas.hashtable.ObjectVector' objects}
        1    0.000    0.000    0.000    0.000 generic.py:1900(<lambda>)
        2    0.000    0.000    0.000    0.000 internals.py:3360(<lambda>)
        1    0.000    0.000    0.000    0.000 groupby.py:2059(_is_label_like)
        2    0.000    0.000    0.000    0.000 posixpath.py:51(normcase)
        1    0.000    0.000    0.000    0.000 generic.py:1898(_is_mixed_type)
        1    0.000    0.000    0.000    0.000 merge.py:884(_get_result_dim)
        1    0.000    0.000    0.000    0.000 nanops.py:209(_view_if_needed)
        1    0.000    0.000    0.000    0.000 strings.py:904(__init__)
        1    0.000    0.000    0.000    0.000 internals.py:78(_is_single_block)
        1    0.000    0.000    0.000    0.000 groupby.py:576(__iter__)
        1    0.000    0.000    0.000    0.000 frame.py:4204(_get_agg_axis)
        1    0.000    0.000    0.000    0.000 groupby.py:1168(__init__)
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        1    0.000    0.000    0.000    0.000 {method 'itervalues' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 groupby.py:1263(names)
        1    0.000    0.000    0.000    0.000 {callable}
        1    0.000    0.000    0.000    0.000 nanops.py:129(_get_fill_value)
